rmse,mae,mape,mase,model,fold,n_test,arm
85.29452673296218,73.56648750000001,46.77173905875883,4.45175471600653,drift,4,64,lags_only
44.31296810942217,37.86383333333333,36.09990934176943,2.2912674552764516,rolling_mean_15,4,64,lags_only
45.06292485010769,37.38413373544093,37.10307634345872,2.262239224899353,train_mean,4,64,lags_only
17.147040168193318,11.775206832245699,10.497629142850522,0.7125572299126296,ridge,4,64,lags_only
15.230685644842715,10.73176777024843,9.879303400893177,0.6494152351951059,random_forest,4,64,lags_only
17.564648963560128,11.716279675960541,10.933835687775565,0.7089913501920122,xgboost,4,64,lags_only
17.305335133956827,12.834784616600729,11.670010600497054,0.7766758328087955,cnn,4,64,lags_only
16.0709903993025,12.577036274375017,11.163730811779637,0.7610786167796059,lstm,4,64,lags_only
15.729649198349701,12.219941330128654,10.93592766447569,0.7394696049029571,gru,4,64,lags_only
16.53442334148153,12.386371897648154,11.002981930994949,0.7495408763340224,rnn,4,64,lags_only
34.07959066655584,18.05375,17.792677489528657,1.104010286603337,persistence,5,64,lags_only
33.628890852955585,21.90375,19.102574989344216,1.3394427925050385,seasonal_naive_15,5,64,lags_only
50.201725029046585,43.35623493975905,30.86743804544372,2.6512901398260746,drift,5,64,lags_only
45.50954762830908,37.47149999999999,30.304286638719912,2.2914309467261336,rolling_mean_15,5,64,lags_only
48.33474695463891,41.493157894736854,30.728386693664273,2.537360556086461,train_mean,5,64,lags_only
25.87075852432199,16.832296705788686,14.481892690183315,1.0293168294869581,ridge,5,64,lags_only
26.722207107966266,15.976759438354344,14.99953234941045,0.9769996131845267,random_forest,5,64,lags_only
26.484732745067507,15.468395705223083,14.365939677060963,0.9459125099116339,xgboost,5,64,lags_only
24.775351043902763,14.190356253172613,12.577442184439198,0.8677587356681327,cnn,5,64,lags_only
25.05892030819554,15.240647219142723,14.268716230618194,0.9319853938614474,lstm,5,64,lags_only
25.36156434667707,15.202923235241414,14.439440654993337,0.9296785231958681,gru,5,64,lags_only
26.957621873822397,16.296267622181546,15.54998818826459,0.9965379540610304,rnn,5,64,lags_only
33.72258071381845,19.95125,20.562722567637344,1.1840196084538335,persistence,6,64,lags_only
21.873549094739978,14.506250000000001,13.018618779103686,0.8608826236518223,seasonal_naive_15,6,64,lags_only
94.34107526378423,81.18098214285715,83.70394282021815,4.817736968394629,drift,6,64,lags_only
47.87110466891507,41.40858333333334,39.42956755167898,2.45741868930324,rolling_mean_15,6,64,lags_only
48.13438552532053,41.50431841563786,39.458324496015884,2.463100148593535,train_mean,6,64,lags_only
18.8122786578775,13.179698178221948,12.39235463555846,0.7821575628854358,ridge,6,64,lags_only
16.700209887798398,11.270835139171172,11.284662887788208,0.6688748729242107,random_forest,6,64,lags_only
19.951321854988475,13.136744046211243,13.168659932080317,0.7796084226278184,xgboost,6,64,lags_only
20.12342845530289,14.66299306585325,14.348209415541795,0.8701846404908383,cnn,6,64,lags_only
20.317007654020756,13.477362810222935,13.756134563189814,0.7998226596103208,lstm,6,64,lags_only
20.135646197472678,13.631933700888236,13.781564147097836,0.8089957673325884,gru,6,64,lags_only
19.753725939335766,13.90435221326233,13.71848556626514,0.8251626170466038,rnn,6,64,lags_only
33.148604372295765,18.579154929577467,18.32407390493533,1.1153560035762369,persistence,7,71,lags_only
33.097070377990164,23.68563380281691,20.73956702781955,1.421911489549159,seasonal_naive_15,7,71,lags_only
86.12713957706163,73.11643192488262,43.67546593928232,4.389373554211796,drift,7,71,lags_only
47.171871282051036,40.83365258215963,34.94402725276525,2.451352589936868,rolling_mean_15,7,71,lags_only
48.21354884308736,42.304511660124696,36.50192846393064,2.5396521659531737,train_mean,7,71,lags_only
